URI,rdf:type,rico:hasCarrierType,dcterms:format,schema:url,owl:sameAs
<http://data.qdmtl.ca/record/VM094-C196-0072/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177926/VM94C196-0072.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0073/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0073/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178022/VM94C196-0073.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0074/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0074/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177990/VM94C196-0074.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0075/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0075/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177922/VM94C196-0075.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0076/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0076/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178014/VM94C196-0076.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0077/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0077/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177966/VM94C196-0077.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0078/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0078/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177894/VM94C196-0078.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0079/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0079/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177878/VM94C196-0079.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0080/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0080/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/177942/VM94C196-0080.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0081/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0081/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178386/VM94C196-0081.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0082/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0082/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178494/VM94C196-0082.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0083/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0083/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178442/VM94C196-0083.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0084/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0084/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178414/VM94C196-0084.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0085/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0085/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178486/VM94C196-0085.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0086/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0086/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178506/VM94C196-0086.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0087/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0087/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178426/VM94C196-0087.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0088/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0088/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178498/VM94C196-0088.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0089/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0089/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178518/VM94C196-0089.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0090/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0090/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178394/VM94C196-0090.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0091/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0091/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178366/VM94C196-0091.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0092/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0092/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178446/VM94C196-0092.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0093/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0093/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178402/VM94C196-0093.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0094/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0094/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178462/VM94C196-0094.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0095/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0095/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178422/VM94C196-0095.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0096/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0096/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178374/VM94C196-0096.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0097/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0097/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178458/VM94C196-0097.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0098/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0098/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178510/VM94C196-0098.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0099/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0099/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178434/VM94C196-0099.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0100/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0100/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178370/VM94C196-0100.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0101/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0101/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178454/VM94C196-0101.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0102/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0102/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178410/VM94C196-0102.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0103/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0103/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178502/VM94C196-0103.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0104/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0104/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178430/VM94C196-0104.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0105/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0105/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178378/VM94C196-0105.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0106/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0106/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178490/VM94C196-0106.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0107/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0107/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178470/VM94C196-0107.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0108/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0108/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178514/VM94C196-0108.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0109/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0109/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178438/VM94C196-0109.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0110/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0110/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178398/VM94C196-0110.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0111/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0111/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178482/VM94C196-0111.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0112/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0112/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178418/VM94C196-0112.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0113/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0113/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178478/VM94C196-0113.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0114/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0114/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178390/VM94C196-0114.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0115/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0115/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178474/VM94C196-0115.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0116/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0116/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178450/VM94C196-0116.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0117/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0117/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178382/VM94C196-0117.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0118/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0118/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178466/VM94C196-0118.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0119/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0119/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178406/VM94C196-0119.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0120/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0120/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178522/VM94C196-0120.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0121/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0121/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178066/VM94C196-0121.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0122/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0122/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178170/VM94C196-0122.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0123/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0123/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178122/VM94C196-0123.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0124/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0124/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178094/VM94C196-0124.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0125/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0125/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178162/VM94C196-0125.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0126/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0126/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178186/VM94C196-0126.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0127/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0127/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178106/VM94C196-0127.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0128/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0128/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178174/VM94C196-0128.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0129/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0129/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178198/VM94C196-0129.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0130/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0130/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178074/VM94C196-0130.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0131/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0131/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178046/VM94C196-0131.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0132/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0132/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178126/VM94C196-0132.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0133/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0133/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178082/VM94C196-0133.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0134/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0134/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178138/VM94C196-0134.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0135/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0135/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178102/VM94C196-0135.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0136/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0136/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178054/VM94C196-0136.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0137/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0137/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178190/VM94C196-0137.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0138/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0138/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178114/VM94C196-0138.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0139/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0139/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178050/VM94C196-0139.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0140/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0140/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178134/VM94C196-0140.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0141/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0141/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178090/VM94C196-0141.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0142/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0142/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178178/VM94C196-0142.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0143/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0143/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178110/VM94C196-0143.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0144/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0144/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178058/VM94C196-0144.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0145/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0145/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178166/VM94C196-0145.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0146/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0146/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178146/VM94C196-0146.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0147/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
